Date,Open,High,Low,Close,Volume
2003-07-02,98.77,99.68,98.57,99.63,32277800
2003-07-03,99.07,99.85,97.9,98.8,31558400
2003-07-07,99.65,100.9,99.61,100.75,26522100
2003-07-08,100.5,101.29,100.17,101.02,26654100
2003-07-09,100.92,101.4,100.03,100.55,32218300
2003-07-10,99.84,100.77,98.63,99.21,49644400
2003-07-11,99.39,100.45,99.39,100.14,32413800
2003-07-14,101.2,101.9,99.61,100.72,40162200
2003-07-15,101.38,101.91,99.95,100.38,38640700
2003-07-16,100.81,100.87,97.76,99.76,36831600
2003-07-17,99.15,99.98,98.16,98.51,46981700
2003-07-18,99.02,99.98,98.46,99.58,33310400
2003-07-21,99.45,99.49,97.85,98.24,32513000
2003-07-22,98.69,99.91,97.91,99.12,47511800
2003-07-23,99.21,99.83,98.28,99.23,36864600
2003-07-24,99.99,100.34,98.37,98.5,37033900
2003-07-25,98.66,100.29,98.04,100.23,39276800
2003-07-28,100.37,100.98,99.67,100.04,33516100
2003-07-29,100.14,100.3,98.68,99.32,52108100
2003-07-30,99.6,99.79,98.93,99.11,27288900
2003-07-31,99.98,100.94,98.9,99.41,51122000
2003-08-01,99.19,99.68,98.24,98.38,47944800
2003-08-04,98.31,99.71,97.0,98.72,54147600
2003-08-05,98.41,98.85,96.84,96.85,51537800
2003-08-06,96.71,98.06,96.42,97.1,48456400
2003-08-07,97.17,97.98,96.67,97.88,40462700
2003-08-08,98.32,98.55,97.76,98.22,25756900
2003-08-11,98.26,99.69,97.84,98.51,36860500
2003-08-12,98.71,99.56,98.42,99.54,29867800
2003-08-13,99.82,99.85,98.53,98.89,34206500
2003-08-14,99.1,99.75,98.51,99.54,30134100
2003-08-15,99.36,99.79,99.12,99.54,11731800
2003-08-18,99.93,100.78,99.74,100.5,21228600
2003-08-19,100.69,100.94,99.6,100.82,36117200
2003-08-20,100.29,100.89,100.16,100.5,19140800
2003-08-21,101.05,104.45,100.2,100.91,44924100
2003-08-22,101.75,102.0,99.74,99.77,49593900
2003-08-25,99.73,101.63,99.28,99.82,22212200
2003-08-26,99.5,100.46,98.83,100.18,43123200
2003-08-27,100.05,100.36,99.57,100.24,17611500
2003-08-28,100.4,101.0,99.66,100.85,25828500
2003-08-29,100.61,101.46,100.0,101.4,23586600
2003-09-02,101.64,102.88,100.28,102.77,46298000
2003-09-03,103.03,103.7,101.25,103.19,40191200
2003-09-04,103.1,103.55,100.43,103.43,26062300
2003-09-05,102.94,120.52,101.53,102.67,29648500
2003-09-08,103.04,103.88,102.73,103.8,32461700
2003-09-09,103.37,103.46,102.68,102.93,34210600
2003-09-10,102.54,103.6,101.55,101.69,42588100
2003-09-11,102.1,102.85,101.42,102.25,34663300
2003-09-12,101.91,102.64,100.46,102.52,40924400
2003-09-15,102.52,102.63,101.08,102.12,20062100
2003-09-16,102.23,103.64,102.17,103.55,35237000
2003-09-17,103.48,103.79,102.58,103.22,30704300
2003-09-18,103.4,105.5,103.17,104.59,29197800
2003-09-19,104.27,104.6,103.4,103.86,24909700
2003-09-22,102.85,103.87,100.29,102.49,33784400
2003-09-23,102.59,103.29,102.36,103.09,29146200
2003-09-24,103.12,103.22,101.07,101.2,39700500
2003-09-25,101.41,101.88,100.27,100.59,47503000
2003-09-26,100.44,100.66,99.84,100.02,39894100
2003-09-29,100.3,100.99,98.75,100.87,34534700
2003-09-30,100.53,100.76,95.91,99.86,66541600
2003-10-01,100.24,102.12,100.01,102.0,61422900
2003-10-02,101.93,102.85,101.63,102.32,42650800
2003-10-03,103.67,104.28,102.32,103.26,44559600
2003-10-06,103.48,103.99,103.2,103.72,21426800
2003-10-07,103.26,104.26,102.91,104.19,39712400
2003-10-08,104.33,104.39,102.6,103.71,37406500
2003-10-09,104.88,105.22,103.65,104.17,43192200
2003-10-10,104.27,104.48,103.91,104.2,20895700
2003-10-13,104.72,105.29,101.7,104.86,22789900
2003-10-14,104.8,105.36,103.67,105.29,34600000
2003-10-15,105.86,105.89,104.64,105.02,36984200
2003-10-16,104.68,105.98,104.65,105.33,31219000
2003-10-17,105.47,105.91,103.98,104.23,32168100
2003-10-20,104.45,104.83,103.94,104.78,25177800
2003-10-21,104.87,105.28,104.32,104.96,24689900
2003-10-22,104.03,104.54,102.7,103.4,31485700
2003-10-23,102.89,103.95,102.68,103.74,43512900
2003-10-24,102.83,103.76,102.18,103.28,50146300
2003-10-27,103.74,104.44,103.27,103.44,30493800
2003-10-28,103.98,105.07,103.82,105.02,32172100
2003-10-29,104.77,106.08,103.73,105.25,30289100
2003-10-30,105.79,105.97,104.24,105.09,36716900
2003-10-31,105.4,105.74,105.22,105.42,22457300
2003-11-03,105.75,106.61,104.2,106.32,36184684
2003-11-04,105.98,106.27,103.84,105.78,30356338
2003-11-05,105.52,105.97,104.9,105.63,34379600
2003-11-06,105.64,106.4,105.1,106.26,26891500
2003-11-07,106.64,106.72,105.65,105.81,30466600
2003-11-10,105.73,106.75,105.01,105.18,24000800
2003-11-11,105.08,105.34,104.8,105.08,25833400
2003-11-12,105.21,106.47,105.16,106.38,26023500
2003-11-13,106.01,106.54,105.78,106.35,26263200
2003-11-14,106.4,106.95,102.56,105.54,47567700
2003-11-17,104.91,105.51,104.04,104.86,43458300
2003-11-18,105.24,105.46,103.9,103.91,34193000
2003-11-19,104.03,105.53,103.92,104.78,27333500
2003-11-20,104.0,105.63,103.8,103.9,48251500
2003-11-21,104.24,104.91,102.65,104.04,28252200
2003-11-24,104.68,105.77,104.68,105.72,26789400
2003-11-25,105.73,106.42,104.06,106.01,37048100
2003-11-26,106.42,106.45,104.4,106.4,43671100
2003-11-28,106.28,106.66,106.2,106.54,10401800
2003-12-01,106.85,107.68,100.35,107.57,34785800
2003-12-02,107.38,107.77,107.07,107.27,31161900
2003-12-03,107.65,108.08,107.08,107.11,38845700
2003-12-04,107.17,107.72,106.94,107.68,34806300
2003-12-05,107.15,107.8,100.06,106.81,28144500
2003-12-08,106.74,107.64,106.68,107.52,25534900
2003-12-09,107.9,107.93,105.52,106.62,41477400
2003-12-10,106.77,106.98,100.7,106.54,30425000
2003-12-11,106.7,108.1,106.67,107.84,41272400
2003-12-12,107.97,108.7,106.65,108.13,32363800
2003-12-15,109.17,109.45,107.48,107.52,37584800
2003-12-16,107.68,108.5,100.24,108.17,31281800
2003-12-17,108.06,108.38,107.8,108.34,22379200
2003-12-18,108.55,109.72,108.39,109.6,27293400
2003-12-19,109.3,109.7,108.58,109.04,38548300
2003-12-22,108.79,109.47,108.65,109.46,26487100
2003-12-23,109.48,109.95,108.42,109.79,23343300
2003-12-24,109.52,109.88,109.43,109.58,8102900
2003-12-26,109.71,110.08,109.63,109.67,8278000
2003-12-29,110.1,111.17,109.0,111.15,18474600
2003-12-30,111.09,111.27,110.15,111.17,17554100
2003-12-31,111.23,111.52,110.84,111.15,28056500
2004-01-02,111.74,119.91,110.73,111.0,35070700
2004-01-05,111.69,112.45,111.17,112.37,25956100
2004-01-06,112.18,112.73,111.23,112.63,18416900
2004-01-07,112.39,112.92,111.89,112.9,27474700
2004-01-08,113.26,113.41,112.19,113.32,33802100
2004-01-09,112.82,113.98,112.19,112.51,40552100
2004-01-12,112.55,113.12,112.36,113.11,28825100
2004-01-13,113.09,113.23,111.13,112.47,44553600
2004-01-14,112.76,113.42,112.67,113.31,25360700
2004-01-15,113.57,114.06,112.58,113.53,38120800
2004-01-16,114.04,114.31,113.08,114.25,29709700
2004-01-20,114.53,114.65,113.82,114.21,27297000
2004-01-21,114.13,115.3,113.72,115.06,30519200
2004-01-22,115.14,115.38,114.58,114.73,27978800
2004-01-23,115.0,115.37,113.95,114.36,29245600
2004-01-26,114.39,115.91,114.39,115.8,28336100
2004-01-27,115.75,116.5,114.7,114.7,32571800
2004-01-28,114.98,115.37,112.94,113.23,48424700
2004-01-29,113.56,113.85,112.56,113.75,55569800
2004-01-30,113.52,115.29,113.09,113.44,27744000
2004-02-02,113.7,116.36,113.12,113.83,37615300
2004-02-03,113.74,114.97,113.44,113.95,22680000
2004-02-04,113.19,113.94,112.79,113.03,37534600
2004-02-05,113.17,113.54,112.78,113.26,34498800
2004-02-06,113.42,114.69,113.2,114.66,34866300
2004-02-09,114.67,114.87,114.29,114.34,22947000
2004-02-10,114.28,115.14,114.26,114.9,26564200
2004-02-11,114.85,116.39,105.01,116.19,41979200
2004-02-12,115.97,116.74,114.64,115.67,25685800
2004-02-13,115.82,116.2,114.75,115.12,42820400
2004-02-17,115.85,116.43,115.77,116.14,23040800
2004-02-18,116.2,116.6,115.35,115.66,26629100
2004-02-19,116.33,116.39,115.0,115.22,45058400
2004-02-20,115.45,115.56,114.32,115.0,45242500
2004-02-23,115.22,115.61,114.17,114.55,36514400
2004-02-24,114.27,114.99,113.03,114.45,44472000
2004-02-25,114.46,115.06,114.32,114.91,28553900
2004-02-26,114.61,115.29,114.34,115.04,27040800
2004-02-27,115.19,116.08,114.55,115.08,36024700
2004-03-01,115.43,116.34,114.44,116.07,32675900
2004-03-02,115.94,116.97,115.19,115.49,38210300
2004-03-03,115.25,116.4,114.25,115.7,30759200
2004-03-04,115.72,116.1,115.04,116.05,19519800
2004-03-05,115.42,116.95,115.08,116.29,54667200
2004-03-08,116.34,116.62,115.22,115.27,35524500
2004-03-09,115.1,116.65,104.97,114.66,37870300
2004-03-10,114.72,115.62,111.45,112.98,63572300
2004-03-11,112.39,115.65,111.15,111.35,82967500
2004-03-12,111.73,112.7,111.58,112.69,50845500
2004-03-15,112.26,112.69,110.9,111.03,59041900
2004-03-16,111.78,114.93,110.84,111.73,56252100
2004-03-17,112.2,113.26,111.56,113.0,37263700
2004-03-18,112.67,113.94,111.93,112.91,57846900
2004-03-19,112.41,113.33,110.7,111.29,42347600
2004-03-22,110.54,110.57,105.35,109.74,59212700
2004-03-23,110.25,110.93,109.36,109.65,50925500
2004-03-24,109.62,110.47,108.85,109.41,51507700
2004-03-25,110.08,111.3,109.79,111.11,45819300
2004-03-26,110.96,111.79,110.8,111.17,34724000
2004-03-29,111.63,114.5,111.58,112.49,42364300
2004-03-30,112.3,113.07,112.22,112.97,36690700
2004-03-31,112.99,113.4,111.6,112.88,44063000
2004-04-01,113.07,118.18,113.05,113.49,43460700
2004-04-02,114.81,115.55,112.01,114.44,49027100
2004-04-05,114.46,115.79,114.44,115.33,28795500
2004-04-06,114.83,115.18,114.1,115.08,25102800
2004-04-07,114.94,114.98,114.11,114.49,43731300
2004-04-08,115.41,115.41,113.74,114.23,45988200
2004-04-12,114.58,115.08,114.5,114.88,22187200
2004-04-13,115.26,115.3,113.07,113.31,51934900
2004-04-14,112.61,114.32,112.55,113.19,65752200
2004-04-15,113.45,113.78,112.03,113.17,59058100
2004-04-16,113.43,114.05,112.98,113.72,42013900
2004-04-19,113.55,116.63,113.27,113.89,27015500
2004-04-20,114.11,114.32,112.11,112.14,46026100
2004-04-21,112.2,112.95,111.87,112.81,50401500
2004-04-22,112.48,114.67,112.24,114.44,58743900
2004-04-23,114.42,114.61,113.34,114.44,28136900
2004-04-26,114.5,114.94,113.6,113.91,30358300
2004-04-27,114.23,115.12,112.52,114.22,42595100
2004-04-28,113.88,114.33,112.5,112.58,48133100
2004-04-29,112.72,113.5,111.16,111.84,64784500
2004-04-30,112.17,112.38,111.1,111.13,43933900
2004-05-03,111.39,114.7,111.14,112.14,32438000
2004-05-04,112.25,113.26,111.66,112.36,49564600
2004-05-05,112.42,112.96,112.16,112.58,31951000
2004-05-06,112.02,112.99,111.0,111.85,55153900
2004-05-07,111.22,112.5,101.77,110.3,56597900
2004-05-10,109.44,110.3,108.36,109.13,71688500
2004-05-11,109.46,110.05,109.17,110.01,45139000
2004-05-12,109.59,110.3,108.06,110.3,88509300
2004-05-13,109.76,111.08,109.44,110.15,55237300
2004-05-14,109.96,111.54,109.27,110.02,50676700
2004-05-17,108.89,109.89,106.29,108.85,50323900
2004-05-18,109.51,109.94,109.33,109.7,27587700
2004-05-19,110.5,111.18,109.3,109.41,52483500
2004-05-20,109.45,109.87,109.04,109.52,36316800
2004-05-21,109.97,110.55,100.32,109.93,45668000
2004-05-24,110.52,110.97,108.98,110.09,38977400
2004-05-25,109.92,111.98,109.6,111.92,47273500
2004-05-26,111.66,113.0,110.9,112.09,35125400
2004-05-27,112.53,113.03,112.06,112.72,42981900
2004-05-28,112.74,112.9,112.08,112.71,21270500
2004-06-01,112.5,113.63,111.87,112.68,38048600
2004-06-02,113.03,113.73,112.46,113.12,35038800
2004-06-03,112.79,113.19,112.04,112.25,32395900
2004-06-04,113.0,113.58,112.67,112.9,30328600
2004-06-07,113.48,114.7,113.42,114.65,29638400
2004-06-08,114.37,114.92,114.17,114.85,30447200
2004-06-09,114.52,114.86,112.98,113.77,33968300
2004-06-10,114.04,114.32,113.93,114.3,19793700
2004-06-14,113.84,113.85,111.23,113.19,30710200
2004-06-15,113.96,114.45,113.51,113.95,35119400
2004-06-16,114.02,114.2,113.7,113.99,24930800
2004-06-17,113.85,114.07,113.33,113.86,26144700
2004-06-18,113.27,114.22,113.18,113.71,30286600
2004-06-21,113.78,114.14,113.18,113.31,21889000
2004-06-22,113.13,113.82,112.67,113.79,35492200
2004-06-23,113.61,114.84,113.42,114.7,33526700
2004-06-24,114.56,114.93,114.26,114.44,33590600
2004-06-25,114.41,114.94,113.95,114.13,28221300
2004-06-28,114.52,114.61,113.43,113.68,38803300
2004-06-29,113.53,114.17,113.42,113.99,25858700
2004-06-30,114.07,114.79,113.65,114.45,45402600
2004-07-01,114.29,114.41,112.58,113.2,54746200
2004-07-02,113.13,114.2,112.6,112.8,32907500
2004-07-06,112.37,117.74,111.63,111.96,37407000
2004-07-07,111.81,112.57,111.75,112.14,26849200
2004-07-08,111.81,114.45,111.2,111.22,42989300
2004-07-09,111.7,111.94,111.38,111.64,28340700
2004-07-12,111.51,112.04,111.0,111.78,35749900
2004-07-13,111.9,112.02,111.63,111.89,24206700
2004-07-14,111.26,114.41,111.12,111.49,51054000
2004-07-15,111.74,111.91,111.01,111.04,33439800
2004-07-16,111.57,111.94,110.44,110.53,35916600
2004-07-19,110.75,111.64,109.99,110.45,38330500
2004-07-20,110.53,111.31,110.25,111.25,43557500
2004-07-21,111.81,112.06,109.76,109.79,50225500
2004-07-22,109.4,110.39,108.77,110.01,68211300
2004-07-23,109.63,110.08,108.69,108.92,47526400
2004-07-26,109.19,109.95,108.21,108.85,47699800
2004-07-27,109.05,110.11,108.97,109.88,49254500
2004-07-28,109.55,110.37,107.72,110.03,64194000
2004-07-29,110.54,111.63,110.0,110.55,49656000
2004-07-30,110.32,110.85,100.51,110.67,39101900
2004-08-02,110.2,113.61,101.81,111.1,36502400
2004-08-03,110.93,111.85,110.0,110.38,37293400
2004-08-04,109.89,110.75,100.45,110.28,39996100
2004-08-05,110.27,110.92,108.37,108.52,48165600
2004-08-06,107.63,110.44,106.62,106.83,69832900
2004-08-09,107.02,110.27,106.85,107.01,35622900
2004-08-10,107.31,118.0,104.77,108.36,50445900
2004-08-11,107.69,108.33,104.79,108.09,52934600
2004-08-12,107.68,107.95,106.77,106.85,46393500
2004-08-13,107.1,107.35,106.59,107.07,39483400
2004-08-16,107.14,109.53,107.03,108.53,42741600
2004-08-17,108.75,109.28,108.53,108.71,38877500
2004-08-18,108.52,110.13,108.08,110.08,39425800
2004-08-19,109.81,110.02,108.34,109.61,35353700
2004-08-20,109.62,110.63,100.42,110.44,44928200
2004-08-23,110.55,110.77,101.46,110.22,32167300
2004-08-24,110.64,110.73,109.85,110.19,28175700
2004-08-25,110.33,111.27,109.9,111.12,32871800
2004-08-26,110.96,111.31,110.39,111.16,25411100
2004-08-27,111.2,111.63,110.34,111.46,23741200
2004-08-30,111.23,111.34,110.51,110.58,24429400
2004-08-31,110.66,111.08,110.1,111.07,39554400
2004-09-01,110.95,111.64,110.48,111.31,48592800
2004-09-02,111.24,112.66,111.24,112.55,38976400
2004-09-03,112.3,112.82,111.3,112.09,27059500
2004-09-07,112.57,113.13,112.03,112.81,35207800
2004-09-08,112.62,113.93,111.62,112.35,31513900
2004-09-09,112.57,112.88,112.03,112.5,32230700
2004-09-10,112.52,113.27,112.08,113.09,26319500
2004-09-13,113.28,113.74,113.01,113.29,40108000
2004-09-14,113.3,113.69,112.36,113.61,26316500
2004-09-15,113.3,113.36,112.35,112.74,35820600
2004-09-16,112.85,113.37,112.8,113.1,21854300
2004-09-17,112.95,113.36,112.69,113.11,31200400
2004-09-20,112.69,112.99,112.28,112.52,35149300
2004-09-21,112.75,113.47,112.54,113.24,36802200
2004-09-22,112.48,113.6,111.5,111.63,47097600
2004-09-23,111.6,111.7,111.04,111.14,41857200
2004-09-24,111.17,112.58,111.0,111.35,33678500
2004-09-27,111.1,111.8,110.58,110.67,38491500
2004-09-28,110.91,111.51,109.8,111.35,36924500
2004-09-29,111.21,111.79,111.0,111.74,31233100
2004-09-30,111.55,111.98,105.88,111.74,36058300
2004-10-01,112.27,113.52,111.78,113.49,59600200
2004-10-04,114.1,114.44,113.49,113.85,31199200
2004-10-05,113.85,114.16,113.0,113.83,35789400
2004-10-06,113.77,119.79,113.68,114.56,40810300
2004-10-07,114.38,118.82,113.36,113.38,35343800
2004-10-08,113.15,113.77,112.35,112.58,49598900
2004-10-11,112.78,113.02,112.64,112.87,18952100
2004-10-12,112.2,112.95,111.94,112.53,37984800
2004-10-13,113.0,113.07,111.32,111.67,52363600
2004-10-14,111.68,111.93,110.58,110.7,62188900
2004-10-15,111.02,112.67,110.57,111.17,61272300
2004-10-18,110.91,111.96,110.7,111.8,41935800
2004-10-19,112.02,114.47,100.75,110.72,50433700
2004-10-20,110.4,110.88,109.75,110.71,54179800
2004-10-21,110.79,111.32,110.21,111.04,49232000
2004-10-22,111.18,111.25,100.94,109.95,45811600
2004-10-25,109.75,110.12,109.35,109.87,41245600
2004-10-26,110.13,111.43,109.88,111.4,47990100
2004-10-27,111.36,113.1,111.12,112.97,71710400
2004-10-28,112.76,113.56,112.49,113.17,52313400
2004-10-29,113.12,116.0,110.51,113.38,43958500
2004-11-01,113.56,113.84,113.2,113.49,35382400
2004-11-02,113.66,114.57,113.22,113.5,51994200
2004-11-03,115.0,115.36,114.0,114.77,72697500
2004-11-04,114.78,116.67,114.68,116.55,52191400
2004-11-05,117.02,118.84,116.49,117.1,58818600
2004-11-08,117.01,117.23,116.72,117.0,31567600
2004-11-09,117.08,117.5,116.76,117.0,41364900
2004-11-10,117.06,117.55,116.76,116.94,43129500
2004-11-11,117.18,118.12,117.1,117.99,35989400
2004-11-12,117.97,118.99,117.35,118.91,51980800
2004-11-15,118.5,118.73,118.23,118.67,33332800
2004-11-16,118.37,118.63,117.73,117.76,37279200
2004-11-17,118.36,119.14,118.07,118.4,52866900
2004-11-18,118.53,118.8,118.23,118.66,30321600
2004-11-19,118.68,118.87,111.47,117.32,52205900
2004-11-22,117.18,118.12,117.03,117.95,33744100
2004-11-23,117.93,118.26,117.37,117.97,39390300
2004-11-24,118.27,118.59,118.04,118.54,27437400
2004-11-26,118.49,118.98,118.26,118.4,15774700
2004-11-29,118.79,119.01,117.48,118.13,57211000
2004-11-30,118.0,118.24,117.64,117.77,44535700
2004-12-01,118.16,119.47,118.1,119.47,46255300
2004-12-02,119.1,119.95,110.4,119.38,56153800
2004-12-03,119.31,120.14,119.09,119.43,45404200
2004-12-06,119.22,119.64,118.8,119.34,31421600
2004-12-07,119.49,119.62,118.05,118.07,46933900
2004-12-08,118.21,118.83,118.01,118.62,41449400
2004-12-09,118.14,119.46,117.73,119.3,58418700
2004-12-10,118.91,119.56,118.85,119.17,45911300
2004-12-13,119.76,120.31,119.35,120.29,34960800
2004-12-14,120.2,120.96,120.18,120.8,37965000
2004-12-15,120.7,121.11,120.31,120.97,44604000
2004-12-16,120.72,128.88,120.04,120.7,48635000
2004-12-17,119.45,120.0,118.88,119.42,68764900
2004-12-20,119.73,120.38,107.14,119.27,43703500
2004-12-21,119.6,120.92,118.89,120.4,31313000
2004-12-22,120.38,121.08,120.05,120.91,28050900
2004-12-23,120.87,121.28,120.09,120.99,24642500
2004-12-27,121.22,121.36,120.41,120.42,26711200
2004-12-28,120.62,121.3,120.6,121.25,22136400
2004-12-29,121.08,121.33,120.95,121.27,18987600
2004-12-30,121.4,121.57,121.21,121.23,19640700
2004-12-31,121.3,121.66,121.03,121.04,26981200
2005-01-03,121.56,121.76,119.9,120.06,52549400
2005-01-04,120.46,120.54,118.44,118.74,63670100
2005-01-05,118.75,119.77,118.29,118.32,60465900
2005-01-06,118.44,119.15,118.04,118.71,45431000
2005-01-07,118.97,119.23,118.13,118.56,50053400
2005-01-10,118.34,119.46,116.57,118.94,54407600
2005-01-11,118.65,118.74,117.99,118.29,58837800
2005-01-12,118.39,118.84,117.34,118.8,69071600
2005-01-13,118.61,118.73,117.5,117.68,50964900
2005-01-14,117.95,118.53,117.76,118.42,38630900
2005-01-18,118.06,119.6,117.95,119.57,50021700
2005-01-19,119.42,119.88,118.39,118.4,48400500
2005-01-20,117.9,118.8,117.29,117.57,68647100
2005-01-21,117.78,118.0,116.74,116.8,59412000
2005-01-24,117.07,117.34,116.37,116.42,56278400
2005-01-25,116.91,117.47,116.4,116.87,64935300
2005-01-26,117.31,117.6,116.84,117.41,53178500
2005-01-27,117.18,117.75,116.98,117.46,51656700
2005-01-28,117.49,117.65,116.61,117.13,57898800
2005-01-31,117.95,118.25,117.16,118.07,47206900
2005-02-01,118.28,119.08,117.82,118.91,46500500
2005-02-02,119.06,119.59,118.9,119.34,50686700
2005-02-03,119.07,119.39,118.57,119.05,46890200
2005-02-04,119.03,120.43,118.98,120.33,45849500
2005-02-07,120.22,120.52,119.96,120.23,45326700
2005-02-08,120.17,120.65,120.07,120.34,37917800
2005-02-09,120.42,120.49,119.25,119.3,54087900
2005-02-10,119.66,120.02,119.26,119.83,43605900
2005-02-11,119.71,121.04,119.46,120.72,50744300
2005-02-14,120.68,120.86,120.48,120.78,28958400
2005-02-15,120.8,121.43,120.05,121.2,41621100
2005-02-16,120.93,121.46,120.67,121.19,56129400
2005-02-17,121.23,121.33,120.24,120.29,57162500
2005-02-18,120.17,120.48,119.9,120.35,43451100
2005-02-22,119.9,120.92,118.58,118.67,72140500
2005-02-23,118.97,119.57,118.62,119.33,65275900
2005-02-24,119.24,120.32,118.98,120.26,65798900
2005-02-25,120.27,121.67,112.18,121.38,56554200
2005-02-28,121.16,121.65,120.02,120.54,67296400
2005-03-01,120.78,121.91,120.62,121.3,45300400
2005-03-02,120.76,121.93,120.01,121.29,62001600
2005-03-03,121.66,121.9,120.7,121.36,59080400
2005-03-04,122.05,122.9,120.24,122.56,52150100
2005-03-07,122.65,123.25,121.9,122.78,41887600
2005-03-08,122.67,123.0,122.05,122.2,43070300
2005-03-09,121.96,122.29,120.98,121.01,67756000
2005-03-10,121.21,126.27,120.4,121.2,60990700
2005-03-11,121.31,121.72,120.16,120.41,51224300
2005-03-14,120.63,121.06,120.28,121.04,34761900
2005-03-15,121.42,121.46,120.13,120.17,56843000
2005-03-16,119.7,120.16,118.9,119.18,74274500
2005-03-17,119.31,119.74,117.49,119.41,61200800
2005-03-18,119.11,119.22,118.1,118.81,54654300
2005-03-21,118.71,118.88,117.76,118.26,61949700
2005-03-22,118.36,118.93,117.06,117.13,82219600
2005-03-23,116.95,119.06,116.62,117.06,65916200
2005-03-24,117.47,117.99,115.43,117.14,52311300
2005-03-28,117.42,117.94,117.33,117.36,43073500
2005-03-29,117.14,117.9,116.25,116.42,66357200
2005-03-30,116.79,118.13,116.49,118.12,59611200
2005-03-31,118.19,118.66,110.09,117.95,57864400
2005-04-01,118.62,119.74,116.91,117.22,88516200
2005-04-04,117.35,117.86,116.74,117.59,69490600
2005-04-05,117.8,118.82,117.11,118.09,45339100
2005-04-06,118.45,118.95,118.14,118.4,50798500
2005-04-07,118.41,119.23,118.12,119.15,45098800
2005-04-08,119.15,119.24,118.08,118.1,60256500
2005-04-11,118.29,118.42,117.83,118.18,40105700
2005-04-12,117.89,119.06,117.07,118.76,84091000
2005-04-13,118.55,118.8,117.13,117.42,64497900
2005-04-14,117.42,117.87,116.13,116.27,89278600
2005-04-15,115.74,116.82,114.16,114.28,122829900
2005-04-18,114.15,114.96,113.96,114.61,100906500
2005-04-19,115.07,115.53,114.62,115.29,62549700
2005-04-20,115.4,115.91,113.6,113.82,101141700
2005-04-21,114.79,117.75,113.63,115.99,79793700
2005-04-22,115.74,116.5,114.27,115.28,85639700
2005-04-25,115.86,116.5,115.25,116.27,49529900
2005-04-26,115.98,116.83,115.22,115.22,69995100
2005-04-27,114.86,116.8,110.0,115.68,81749300
2005-04-28,115.27,115.68,114.35,114.4,67658400
2005-04-29,115.08,115.79,113.97,115.7,96786200
2005-05-02,116.07,116.98,115.52,116.33,51204700
2005-05-03,116.05,116.93,115.69,116.25,79724100
2005-05-04,116.65,117.75,116.22,117.62,76940300
2005-05-05,117.66,119.78,116.69,117.36,95099800
2005-05-06,117.93,119.17,116.67,117.2,58802400
2005-05-09,117.21,118.03,117.05,118.01,40956400
2005-05-10,117.38,119.98,116.39,116.69,69692500
2005-05-11,116.93,118.27,115.85,117.2,91441800
2005-05-12,117.31,117.59,115.95,116.09,92240500
2005-05-13,116.3,116.65,114.8,115.6,82621400
2005-05-16,115.7,116.85,115.66,116.79,46345300
2005-05-17,116.43,117.7,116.16,117.59,56297900
2005-05-18,118.06,119.84,117.63,118.79,74431600
2005-05-19,119.0,119.41,118.7,119.38,60157700
2005-05-20,119.32,119.39,118.74,119.15,44961800
2005-05-23,119.2,120.04,119.18,119.65,49271200
2005-05-24,119.44,119.83,119.2,119.65,48619100
2005-05-25,119.36,119.47,118.83,119.32,46436700
2005-05-26,119.79,120.21,117.77,120.05,41089000
2005-05-27,120.08,120.25,119.8,120.18,22957300
2005-05-31,120.06,120.17,117.51,119.45,37515500
2005-06-01,119.52,120.92,119.4,120.54,67003900
2005-06-02,120.23,120.84,120.1,120.71,36378300
2005-06-03,120.55,120.89,119.73,119.94,54879800
2005-06-06,120.01,120.22,119.55,120.14,35188600
2005-06-07,120.39,121.51,120.05,120.07,64760100
2005-06-08,120.45,123.95,119.67,119.85,44024200
2005-06-09,119.74,120.58,119.34,120.49,55209900
2005-06-10,120.57,120.65,119.24,120.21,35179100
2005-06-13,119.95,121.08,112.04,120.49,49436000
2005-06-14,120.45,121.2,120.38,120.82,31230400
2005-06-15,121.16,121.24,120.23,121.06,49252400
2005-06-16,121.1,121.64,120.92,121.48,43565800
2005-06-17,121.54,121.93,121.2,121.6,47977100
2005-06-20,121.08,122.18,120.94,121.5,38514300
2005-06-21,121.49,121.65,121.03,121.3,37130200
2005-06-22,121.69,121.94,121.07,121.37,37307200
2005-06-23,121.31,121.6,119.97,120.0,58369200
2005-06-24,119.88,120.01,119.05,119.09,54003500
2005-06-27,118.97,119.41,118.75,119.04,47317200
2005-06-28,119.41,120.24,119.37,120.18,39080800
2005-06-29,120.37,120.4,119.81,119.94,39211300
2005-06-30,120.2,120.32,118.95,119.06,58278500
2005-07-01,119.46,119.8,119.21,119.5,45998200
2005-07-05,119.26,120.65,119.19,120.48,47048100
2005-07-06,120.39,120.65,119.45,119.49,50628400
2005-07-07,118.29,120.4,118.18,119.77,92297300
2005-07-08,119.97,121.32,119.72,121.22,59162200
2005-07-11,121.33,122.06,121.31,122.02,47110000
2005-07-12,121.9,122.63,121.64,122.22,48983200
2005-07-13,122.27,122.52,121.99,122.34,40981800
2005-07-14,122.98,123.44,122.37,122.74,57987700
2005-07-15,122.79,123.04,122.36,122.77,54614800
2005-07-18,122.5,122.83,122.05,122.2,48673800
2005-07-19,122.71,123.11,122.17,123.0,55803900
2005-07-20,122.59,123.89,122.3,123.54,64521900
