Date,Open,High,Low,Close,Volume
1998-06-24,111.88,112.06,110.06,111.88,2907500
1998-06-25,112.5,114.69,112.0,112.56,3096100
1998-06-26,112.38,113.44,112.31,113.0,1592100
1998-06-29,114.13,114.81,113.56,114.0,2067700
1998-06-30,114.13,116.31,113.5,115.0,3418500
1998-07-01,116.0,116.88,115.5,116.5,2965400
1998-07-02,116.56,116.63,114.5,115.13,3081200
1998-07-06,115.0,115.06,113.31,113.75,3126600
1998-07-07,113.63,114.5,112.75,113.69,2327200
1998-07-08,113.75,115.56,113.63,115.0,2162800
1998-07-09,114.75,118.5,114.63,117.13,3130500
1998-07-10,118.25,119.25,117.13,118.5,3062500
1998-07-13,118.5,120.0,118.25,119.56,2273900
1998-07-14,119.75,120.63,119.0,119.31,2184600
1998-07-15,119.25,120.0,117.0,117.0,2473800
1998-07-16,117.13,118.94,116.0,117.81,1944500
1998-07-17,118.56,120.38,118.5,120.25,3096600
1998-07-20,121.0,122.69,120.31,121.63,4421300
1998-07-21,128.25,131.0,127.88,127.88,12047300
1998-07-22,126.0,128.44,124.5,127.44,5915700
1998-07-23,127.19,129.0,123.69,123.75,4040000
1998-07-24,125.88,125.94,122.5,124.5,2915000
1998-07-27,123.75,125.75,122.25,125.5,3595100
1998-07-28,126.25,126.94,124.13,125.56,4181800
1998-07-29,127.94,128.44,126.13,127.88,3993600
1998-07-30,128.63,133.75,128.44,133.31,5402700
1998-07-31,133.25,138.13,132.25,133.0,6430900
1998-08-03,134.0,134.88,132.31,132.38,4024700
1998-08-04,134.0,134.25,126.81,127.13,6627500
1998-08-05,127.0,129.25,124.0,128.44,6660500
1998-08-06,127.81,130.94,127.38,129.75,3996200
1998-08-07,131.75,134.25,129.38,129.38,5734800
1998-08-10,128.88,130.13,128.75,129.88,2934400
1998-08-11,126.13,128.5,125.25,128.31,4987800
1998-08-12,128.75,129.56,127.56,127.94,3554800
1998-08-13,127.56,128.38,126.0,126.19,2955100
1998-08-14,126.63,127.38,124.0,125.5,3095800
1998-08-17,125.13,126.0,124.25,125.5,2876500
1998-08-18,127.0,129.5,127.0,128.81,3691300
1998-08-19,129.5,131.0,129.06,129.88,3540200
1998-08-20,129.5,130.06,127.5,128.0,2973900
1998-08-21,127.5,128.0,124.5,127.81,4055400
1998-08-24,128.0,128.69,127.31,128.63,2918500
1998-08-25,129.13,130.88,127.63,128.38,2638900
1998-08-26,127.25,131.75,127.0,130.75,4404500
1998-08-27,128.75,128.75,115.0,125.13,7295900
1998-08-28,125.25,133.0,120.81,122.31,5647200
1998-08-31,123.0,128.13,112.63,112.69,7145400
1998-09-01,113.0,118.94,110.75,118.0,8036700
1998-09-02,121.0,123.75,119.5,120.44,5445800
1998-09-03,118.75,122.69,118.06,121.5,4725600
1998-09-04,122.5,122.88,115.31,119.13,4042200
1998-09-08,124.94,125.81,122.19,125.69,4554700
1998-09-09,125.75,127.44,123.81,123.81,4902600
1998-09-10,122.13,122.19,118.19,121.06,5515800
1998-09-11,121.38,126.38,120.63,126.25,4899000
1998-09-14,128.0,129.94,127.63,129.06,4710000
1998-09-15,129.0,130.69,128.5,130.0,3153200
1998-09-16,130.0,130.94,128.19,130.25,3239800
1998-09-17,127.5,128.25,126.19,126.56,4340800
1998-09-18,126.75,127.25,124.25,124.38,4277700
1998-09-21,120.13,128.25,120.0,128.0,4200600
1998-09-22,129.38,130.63,125.13,127.81,4240100
1998-09-23,128.75,133.0,128.5,132.06,4304700
1998-09-24,131.56,134.94,130.25,130.88,4086100
1998-09-25,130.0,133.69,129.81,133.56,3590500
1998-09-28,134.5,136.19,132.19,133.56,3963800
1998-09-29,133.75,134.13,130.0,131.63,3518400
1998-09-30,130.75,131.5,127.63,128.13,3982100
1998-10-01,125.06,126.44,123.0,125.06,6025800
1998-10-02,124.13,125.25,118.94,124.75,7215300
1998-10-05,123.75,123.75,117.31,120.25,6633200
1998-10-06,124.0,124.0,118.75,119.38,7145400
1998-10-07,119.5,122.88,118.13,120.63,6488100
1998-10-08,120.75,123.5,116.81,123.38,9113400
1998-10-09,124.44,127.94,122.5,127.19,5743800
1998-10-12,130.13,132.88,129.56,131.0,5394100
1998-10-13,130.5,130.5,126.56,128.19,4540300
1998-10-14,127.75,132.0,127.19,130.5,4798700
1998-10-15,130.0,138.75,129.75,136.5,6454200
1998-10-16,137.0,137.5,134.81,135.56,4817700
1998-10-19,135.0,139.69,135.0,139.56,4301600
1998-10-20,140.63,142.44,136.5,137.94,5581100
1998-10-21,140.13,143.69,139.0,142.75,8456900
1998-10-22,140.0,143.69,139.63,141.88,4706800
1998-10-23,141.5,143.44,141.19,141.5,3096800
1998-10-26,141.31,144.44,132.5,143.13,3638100
1998-10-27,145.0,146.81,143.06,144.06,5610000
1998-10-28,144.63,146.88,143.81,146.13,3586700
1998-10-29,148.0,149.5,147.0,148.56,5004300
1998-10-30,149.5,149.81,147.5,148.5,3831500
1998-11-02,148.44,149.69,147.31,148.38,3388000
1998-11-03,148.5,149.94,147.19,147.25,3333800
1998-11-04,148.88,149.75,145.75,147.69,4023500
1998-11-05,147.69,149.56,146.81,149.19,3242800
1998-11-06,148.88,150.94,147.5,149.88,3474700
1998-11-09,150.75,152.19,149.94,151.38,3713700
1998-11-10,150.88,156.75,150.69,155.06,4195600
1998-11-11,157.0,158.88,156.5,157.06,5023800
1998-11-12,156.69,159.88,156.63,157.75,4222800
1998-11-13,157.0,157.5,155.75,157.31,2814600
1998-11-16,158.63,159.69,158.06,159.25,3411500
1998-11-17,159.38,161.38,158.06,158.19,4254100
1998-11-18,158.06,159.63,157.63,159.19,2774700
1998-11-19,159.5,159.88,158.13,158.38,2725400
1998-11-20,158.88,159.94,158.5,159.63,3012700
1998-11-23,161.0,167.0,160.56,166.69,3766900
1998-11-24,165.5,167.19,165.0,165.25,3237800
1998-11-25,165.13,166.94,164.38,166.56,1886300
1998-11-27,166.63,170.19,166.5,170.0,1338500
1998-11-30,169.75,170.56,164.88,165.0,2661800
1998-12-01,163.5,169.44,163.5,169.44,3542500
1998-12-02,168.94,169.25,164.75,167.5,3035000
1998-12-03,168.25,169.38,163.0,163.13,3141100
1998-12-04,164.63,165.38,162.25,164.44,3276800
1998-12-07,164.44,168.19,164.25,167.0,2606300
1998-12-08,168.19,169.88,165.06,168.19,3692100
1998-12-09,168.06,169.94,167.38,169.5,2313200
1998-12-10,169.31,170.0,163.75,164.94,3599300
1998-12-11,164.0,168.0,163.25,168.0,3413300
1998-12-14,166.5,167.0,162.75,162.94,3650100
1998-12-15,163.5,165.88,162.5,164.81,3745900
1998-12-16,166.88,166.88,164.31,164.56,2786100
1998-12-17,165.44,169.63,165.06,166.06,4095400
1998-12-18,166.63,172.19,166.63,171.44,4600900
1998-12-21,171.56,178.94,171.56,176.56,3660000
1998-12-22,177.5,183.0,175.25,182.69,4284600
1998-12-23,182.69,185.38,181.13,185.06,3430800
1998-12-24,184.75,187.94,184.06,187.94,1526200
1998-12-28,186.5,189.94,186.0,189.19,2548800
1998-12-29,188.63,188.94,187.0,187.06,1820900
1998-12-30,186.88,188.63,186.31,186.75,2450600
1998-12-31,186.75,187.19,183.5,184.5,1717800
1999-01-04,185.0,186.5,181.5,182.88,4009300
1999-01-05,183.0,189.88,182.56,189.44,4857900
1999-01-06,190.31,192.75,188.5,188.88,4626200
1999-01-07,187.94,192.38,187.0,190.06,4074700
1999-01-08,191.0,192.0,185.63,187.56,4499800
1999-01-11,189.0,189.44,187.0,189.19,3531100
1999-01-12,190.0,190.0,184.0,185.0,3290600
1999-01-13,183.0,187.44,179.5,185.44,5086100
1999-01-14,183.63,184.94,178.88,180.25,4416700
1999-01-15,182.25,185.44,181.25,185.44,3082100
1999-01-19,187.75,190.94,185.5,190.63,4061900
1999-01-20,195.0,199.25,192.63,194.25,6267500
1999-01-21,197.63,198.25,192.06,196.81,10009900
1999-01-22,184.0,186.69,177.63,178.94,18707100
1999-01-25,182.25,182.63,146.88,180.44,11504400
1999-01-26,183.75,186.5,181.88,185.94,9311200
1999-01-27,186.81,186.81,177.81,178.0,8656000
1999-01-28,179.5,181.31,177.56,178.63,5742700
1999-01-29,178.69,197.25,178.5,183.0,4812900
1999-02-01,184.5,184.5,179.69,179.75,3565900
1999-02-02,179.56,180.69,175.0,176.5,5758200
1999-02-03,175.88,177.0,173.06,175.31,5518500
1999-02-04,175.19,176.5,169.5,169.5,5751400
1999-02-05,170.44,171.0,164.56,165.81,8366600
1999-02-08,167.0,168.88,163.13,166.81,5941500
1999-02-09,167.0,169.5,161.75,162.31,5084900
1999-02-10,162.5,168.5,162.5,168.5,5346600
1999-02-11,170.25,177.75,168.13,177.25,6100000
1999-02-12,176.25,176.25,171.19,173.25,5656800
1999-02-16,175.0,178.25,171.94,172.63,4371800
1999-02-17,170.5,174.31,168.81,170.19,4324100
1999-02-18,172.0,174.5,170.19,173.94,4250800
1999-02-19,174.38,174.75,171.0,171.81,3201700
1999-02-22,172.25,178.81,171.06,177.81,4210000
1999-02-23,178.0,180.0,173.31,177.06,4467900
1999-02-24,177.25,179.69,173.13,173.69,4245300
1999-02-25,172.0,173.94,169.31,173.94,5185100
1999-02-26,171.0,174.13,166.5,169.5,7087800
1999-03-01,169.5,169.5,165.13,168.69,4707300
1999-03-02,170.5,170.94,166.88,167.5,4266400
1999-03-03,168.5,168.94,165.06,166.63,3814700
1999-03-04,173.5,177.0,170.13,171.0,10673400
1999-03-05,173.88,179.56,170.63,178.63,5684900
1999-03-08,178.63,180.0,177.06,179.0,3730700
1999-03-09,179.88,184.88,178.56,182.25,4884100
1999-03-10,181.63,182.88,180.25,181.63,3397600
1999-03-11,182.38,185.94,181.5,182.75,4250000
1999-03-12,182.69,183.44,178.25,179.13,4624000
1999-03-15,179.19,182.31,177.13,182.31,3842800
1999-03-16,182.0,183.5,180.19,181.13,3203100
1999-03-17,179.5,180.0,178.0,178.0,3530200
1999-03-18,177.5,177.75,172.94,177.38,7169000
1999-03-19,176.63,178.0,168.0,168.5,9254800
1999-03-22,168.69,170.5,166.63,167.0,5853500
1999-03-23,167.0,167.63,164.0,165.69,4843900
1999-03-24,168.0,170.5,166.5,170.0,5752400
1999-03-25,172.0,173.25,169.5,171.38,4882300
1999-03-26,171.06,175.88,170.56,172.63,4021300
1999-03-29,175.0,178.75,174.38,177.56,3984200
1999-03-30,177.0,181.25,176.88,178.88,3624300
1999-03-31,180.0,181.5,176.5,177.44,2661600
1999-04-01,177.31,177.69,174.69,176.94,2552800
1999-04-05,179.0,183.94,178.56,183.88,4552400
1999-04-06,183.13,186.75,182.19,183.38,4305200
1999-04-07,184.0,187.63,179.06,186.38,5725400
1999-04-08,186.0,188.06,182.31,184.63,4264700
1999-04-09,185.63,188.06,185.25,186.31,2932700
1999-04-12,183.5,183.63,181.06,183.25,4418100
1999-04-13,184.0,184.0,179.94,180.63,3356900
1999-04-14,182.75,183.88,177.63,179.44,3575200
1999-04-15,179.5,179.5,173.5,177.81,4004800
1999-04-16,177.5,177.5,170.13,170.5,5951000
1999-04-19,170.88,172.31,164.06,166.0,7422400
1999-04-20,167.0,169.0,163.0,168.75,7232800
1999-04-21,169.75,171.5,165.13,171.5,6445300
1999-04-22,197.25,198.75,171.75,195.0,19630500
1999-04-23,193.38,206.56,192.94,200.5,10297800
1999-04-26,204.75,210.75,202.31,210.38,9206400
1999-04-27,212.0,215.25,208.5,212.0,10273400
1999-04-28,209.25,211.0,203.5,205.31,5737300
1999-04-29,205.0,209.0,203.44,204.94,5569900
1999-04-30,208.5,211.0,203.44,209.0,4399900
1999-05-03,208.0,212.0,206.31,212.0,11085700
1999-05-04,212.25,215.88,211.38,212.0,5531900
1999-05-05,212.13,212.5,207.31,212.31,4157100
1999-05-06,211.88,214.0,208.0,209.25,4078600
1999-05-07,211.25,217.5,211.06,217.0,4966500
1999-05-10,217.25,221.88,217.06,218.56,4694100
1999-05-11,220.5,221.88,217.5,221.19,4235800
1999-05-12,221.13,228.44,215.5,225.13,5831400
1999-05-13,234.0,245.0,214.63,245.0,12012100
1999-05-14,241.5,245.5,236.0,239.75,9069400
1999-05-17,236.0,238.88,232.0,238.0,5728100
1999-05-18,238.25,240.63,237.0,237.63,4195500
1999-05-19,238.25,238.81,233.06,235.94,3866200
1999-05-20,235.63,236.38,233.0,233.0,2672700
1999-05-21,232.75,233.38,229.19,230.5,3250800
1999-05-24,230.31,230.69,221.75,223.63,4212900
1999-05-25,222.5,226.0,221.06,221.13,4599600
1999-05-26,223.0,236.19,221.44,235.5,8088200
1999-05-27,116.69,116.88,103.0,116.06,9852300
1999-05-28,116.0,116.75,114.19,116.38,5636800
1999-06-01,113.63,113.88,111.19,112.0,7010500
1999-06-02,111.75,114.63,109.44,113.25,6860300
1999-06-03,114.56,115.31,111.56,112.94,5003700
1999-06-04,113.63,115.88,112.44,115.75,5301300
1999-06-07,118.13,121.69,117.5,120.44,6595600
1999-06-08,119.88,119.88,116.06,116.25,7278500
1999-06-09,116.63,120.88,116.56,117.0,5507000
1999-06-10,115.88,116.75,113.31,115.25,4902100
1999-06-11,115.06,116.5,112.56,114.88,4222500
1999-06-14,115.88,116.0,114.0,115.63,4823700
1999-06-15,117.5,118.31,114.75,116.31,4687800
1999-06-16,119.88,121.5,118.88,120.63,6803300
1999-06-17,119.25,122.0,119.0,120.5,4517400
1999-06-18,120.19,121.44,119.75,120.69,5245300
1999-06-21,122.88,125.75,122.63,124.63,6340600
1999-06-22,123.88,127.75,123.0,124.0,6635900
1999-06-23,122.25,124.19,121.75,122.88,4393700
1999-06-24,123.13,124.44,121.56,122.75,5049700
1999-06-25,123.31,125.75,123.19,123.38,4388700
1999-06-28,124.0,124.75,122.19,122.75,5758800
1999-06-29,123.0,125.31,122.75,124.38,4829000
1999-06-30,124.81,132.0,124.38,129.63,7517800
1999-07-01,130.0,131.31,128.0,131.06,5701600
1999-07-02,130.88,132.13,129.5,132.13,3450900
1999-07-06,132.5,133.88,130.81,131.0,5402900
1999-07-07,131.0,133.5,130.63,133.0,6300100
1999-07-08,132.5,135.5,132.13,133.63,5825400
1999-07-09,134.0,137.44,133.88,137.19,4643100
1999-07-12,137.44,138.69,135.38,137.06,5041100
1999-07-13,135.75,139.19,135.75,138.38,5554800
1999-07-14,138.31,138.5,136.19,137.25,4475100
1999-07-15,138.0,138.13,134.38,136.44,5496400
1999-07-16,136.38,137.5,135.38,136.0,4743900
1999-07-19,136.5,138.88,133.69,134.38,7352400
1999-07-20,132.0,136.94,126.06,127.88,14129300
1999-07-21,127.5,129.75,126.88,128.88,8354500
1999-07-22,127.63,128.5,123.5,123.88,8499000
1999-07-23,124.0,125.44,122.63,124.75,6778900
1999-07-26,123.63,125.13,122.75,123.31,5393300
1999-07-27,125.0,126.31,123.56,126.13,6327100
1999-07-28,126.38,128.69,125.81,128.5,5229800
1999-07-29,126.25,126.63,124.63,125.38,5615300
1999-07-30,125.94,126.69,122.81,125.88,4045700
1999-08-02,124.0,126.0,121.75,122.19,4450000
1999-08-03,122.75,123.13,118.19,119.25,6744700
1999-08-04,120.0,121.94,118.06,118.63,5619500
1999-08-05,120.0,124.0,117.56,123.0,7196300
1999-08-06,122.0,127.0,121.0,123.63,6071700
1999-08-09,123.63,124.44,121.13,122.06,3942000
1999-08-10,121.5,122.5,118.94,119.44,5730300
1999-08-11,120.13,123.75,119.81,123.38,5374000
1999-08-12,123.75,123.81,121.0,121.19,4819700
1999-08-13,122.75,124.5,122.0,123.44,4307900
1999-08-16,125.0,127.88,124.5,127.38,4734000
1999-08-17,128.5,128.56,126.56,128.38,5059300
1999-08-18,128.38,129.63,123.5,123.5,5949900
1999-08-19,123.88,124.88,121.25,122.63,6906600
1999-08-20,124.38,124.38,121.06,121.81,5712600
1999-08-23,122.75,124.88,122.31,124.31,5803500
1999-08-24,123.38,123.63,121.0,121.88,8325000
1999-08-25,122.0,124.06,120.88,122.5,6324300
1999-08-26,122.63,125.88,122.06,122.81,6183700
1999-08-27,125.0,125.19,122.75,124.13,4153100
1999-08-30,124.25,125.63,122.69,122.75,4663600
1999-08-31,124.38,126.0,122.88,124.63,5913100
1999-09-01,125.63,128.5,125.5,127.31,5939300
1999-09-02,126.5,126.75,124.25,125.69,5508000
1999-09-03,128.38,129.75,128.0,128.88,5177700
1999-09-07,128.88,132.69,128.38,131.88,7212400
1999-09-08,131.5,133.94,130.75,130.75,7152600
1999-09-09,132.5,136.5,131.25,134.81,8277700
1999-09-10,137.5,137.69,134.38,134.69,4981200
1999-09-13,134.63,135.56,132.38,132.5,4350200
1999-09-14,132.0,133.56,131.94,133.25,4536200
1999-09-15,134.0,135.0,132.0,132.0,5444300
1999-09-16,132.0,132.38,129.56,130.06,5951400
1999-09-17,131.38,131.44,123.75,125.38,14286900
1999-09-20,126.5,130.75,126.0,130.63,7401300
1999-09-21,128.75,129.63,126.25,127.0,6967300
1999-09-22,127.19,127.25,124.38,125.19,7889700
1999-09-23,127.5,127.81,121.44,121.81,7339900
1999-09-24,120.5,124.88,120.44,124.75,7283600
1999-09-27,126.63,127.19,121.38,123.0,6835100
1999-09-28,123.0,124.75,121.69,123.94,7071200
1999-09-29,122.06,122.81,120.0,120.13,8355100
1999-09-30,121.0,122.25,119.63,120.63,6358000
1999-10-01,121.0,121.06,115.5,117.63,10324600
1999-10-04,118.0,119.69,116.75,119.5,6827800
1999-10-05,122.0,123.25,119.06,122.06,6094500
1999-10-06,122.25,122.75,119.06,119.13,7751900
1999-10-07,119.13,119.19,115.06,116.38,14142700
1999-10-08,115.0,115.06,111.06,113.44,17696000
1999-10-11,113.5,116.69,113.13,114.25,7542200
1999-10-12,114.0,114.88,110.81,110.94,8005900
1999-10-13,110.81,110.88,105.0,105.13,14782600
1999-10-14,106.5,109.56,104.69,106.56,14020900
1999-10-15,106.44,108.88,103.88,107.5,13485800
1999-10-18,108.0,109.0,104.69,106.69,9504500
1999-10-19,107.0,108.5,105.44,106.5,8957500
1999-10-20,108.63,113.06,107.81,112.69,11112700
1999-10-21,93.0,94.75,89.0,91.0,80741700
1999-10-22,94.25,94.63,92.5,93.63,26754300
1999-10-25,94.25,95.13,92.13,93.94,13438500
1999-10-26,94.88,96.0,94.06,95.06,10914500
1999-10-27,95.5,95.63,92.81,93.81,9666100
1999-10-28,94.5,95.31,94.25,94.81,9333400
1999-10-29,97.0,99.0,96.25,98.38,10677500
1999-11-01,98.5,98.81,96.38,96.75,8916700
1999-11-02,96.75,96.81,93.69,94.63,11099300
1999-11-03,95.88,95.94,93.5,94.44,10225300
1999-11-04,94.44,94.44,90.25,91.56,16554100
1999-11-05,92.75,92.94,90.25,90.25,13512800
1999-11-08,90.5,93.88,90.5,93.81,8328100
1999-11-09,95.06,95.5,92.13,93.19,9369500
1999-11-10,94.63,96.94,94.13,96.94,8547200
1999-11-11,97.5,97.5,94.88,95.0,6980600
1999-11-12,96.0,96.25,93.0,95.69,9248200
1999-11-15,96.0,96.38,93.88,94.06,6127900
1999-11-16,94.63,95.0,93.0,94.5,8376200
1999-11-17,94.88,94.88,92.5,93.06,8073900
1999-11-18,94.0,98.25,93.56,97.69,18473000
1999-11-19,99.0,105.0,98.0,103.81,18830100
1999-11-22,105.5,108.44,103.63,107.5,13402300
1999-11-23,108.81,109.88,106.13,106.25,10409200
1999-11-24,105.0,105.0,101.81,103.88,9500200
1999-11-26,105.94,106.0,104.13,105.0,3109300
1999-11-29,104.94,104.94,103.38,104.19,5413800
1999-11-30,103.69,104.5,102.13,103.25,5491900
1999-12-01,102.56,104.44,102.25,103.75,5151700
1999-12-02,103.44,106.31,103.38,105.38,5875200
1999-12-03,109.81,112.88,107.63,112.0,14265900
1999-12-06,113.0,116.5,112.5,116.0,9887000
1999-12-07,117.0,119.19,115.44,116.88,10735300
1999-12-08,116.25,121.0,115.5,118.31,7906000
1999-12-09,120.5,122.13,112.25,113.63,16024400
1999-12-10,111.63,111.94,107.56,109.06,11918900
1999-12-13,108.13,112.75,106.56,110.44,6746700
1999-12-14,110.19,110.19,106.88,108.63,7221700
1999-12-15,107.75,107.94,104.5,106.75,9282500
1999-12-16,108.0,109.69,105.75,109.38,6828400
1999-12-17,110.69,111.06,109.0,109.06,7182400
1999-12-20,109.06,110.44,107.75,108.19,4697000
1999-12-21,108.5,110.06,107.94,109.88,4635100
1999-12-22,109.88,110.31,108.25,108.5,4011300
1999-12-23,109.13,110.44,108.44,108.5,4337500
1999-12-27,109.69,109.69,108.13,109.38,3307700
1999-12-28,109.56,110.75,109.06,109.25,3973000
1999-12-29,110.44,110.5,109.0,109.13,2541900
1999-12-30,109.69,110.5,108.56,109.0,3355800
1999-12-31,109.19,109.5,106.63,107.88,2903100
2000-01-03,112.44,115.81,111.88,115.44,9917000
2000-01-04,114.0,114.5,110.88,112.06,8050200
2000-01-05,112.94,119.75,112.13,118.25,12424400
2000-01-06,118.0,118.94,108.63,117.0,7798100
2000-01-07,117.25,117.94,110.63,113.5,11611400
2000-01-10,117.25,119.38,115.38,118.38,8427600
2000-01-11,117.88,121.13,116.63,118.81,7560000
2000-01-12,119.63,122.0,118.25,119.94,6595900
2000-01-13,119.94,121.0,115.75,118.5,8149700
2000-01-14,120.94,123.31,117.5,119.25,10299100
2000-01-18,119.69,119.75,115.75,115.88,7011500
2000-01-19,115.56,116.69,112.69,115.63,8035100
2000-01-20,123.0,124.75,120.0,121.56,17167800
